(frozenset(['goth']), frozenset(['gay', 'sadistic', 'emo', 'epic', 'scene']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['sadistic', 'emo', 'epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'gay']), frozenset(['emo', 'epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo', 'gay']), frozenset(['epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'emo', 'gay']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo', 'gay', 'scene']), frozenset(['epic']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'gay']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'scene', 'gay']), frozenset(['emo']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'scene', 'gay']), frozenset(['emo', 'epic']), 5, 1.0)
(frozenset(['goth', 'emo', 'gay']), frozenset(['sadistic', 'epic', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo', 'gay']), frozenset(['sadistic', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo', 'gay', 'scene']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['goth', 'emo', 'gay', 'scene']), frozenset(['sadistic', 'epic']), 5, 1.0)
(frozenset(['goth', 'epic', 'gay']), frozenset(['sadistic', 'emo', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic', 'scene', 'gay']), frozenset(['sadistic', 'emo']), 5, 1.0)
(frozenset(['goth', 'scene', 'gay']), frozenset(['sadistic', 'emo', 'epic']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['emo', 'epic', 'scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo']), frozenset(['epic', 'scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'emo']), frozenset(['scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'emo', 'scene']), frozenset(['gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo', 'scene']), frozenset(['epic', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic']), frozenset(['emo', 'scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'scene']), frozenset(['emo', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'scene']), frozenset(['emo', 'epic', 'gay']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['sadistic', 'epic', 'scene', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo']), frozenset(['sadistic', 'scene', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo', 'scene']), frozenset(['sadistic', 'gay']), 5, 1.0)
(frozenset(['goth', 'emo', 'scene']), frozenset(['sadistic', 'epic', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['sadistic', 'emo', 'scene', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic', 'scene']), frozenset(['sadistic', 'emo', 'gay']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['sadistic', 'emo', 'epic', 'gay']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'gay', 'emo', 'epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'gay']), frozenset(['goth', 'epic', 'emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'gay']), frozenset(['goth', 'emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic', 'gay']), frozenset(['goth', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic', 'scene', 'gay']), frozenset(['goth']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'scene', 'gay']), frozenset(['goth', 'emo']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'gay']), frozenset(['goth', 'epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'scene', 'gay']), frozenset(['goth', 'epic']), 5, 1.0)
(frozenset(['sadistic', 'scene', 'gay']), frozenset(['goth', 'epic', 'emo']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['goth', 'epic', 'gay', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic']), frozenset(['goth', 'scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic', 'scene']), frozenset(['goth', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'scene']), frozenset(['goth', 'epic', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['goth', 'emo', 'gay', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'scene']), frozenset(['goth', 'emo', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['goth', 'epic', 'emo', 'gay']), 5, 1.0)
(frozenset(['epic']), frozenset(['goth', 'gay', 'sadistic', 'emo', 'scene']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['sadistic', 'goth', 'emo', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic', 'gay']), frozenset(['sadistic', 'goth', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic', 'scene', 'gay']), frozenset(['sadistic', 'goth']), 5, 1.0)
(frozenset(['epic', 'scene', 'gay']), frozenset(['sadistic', 'goth', 'emo']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['sadistic', 'goth', 'gay', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic', 'scene']), frozenset(['sadistic', 'goth', 'gay']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['sadistic', 'goth', 'emo', 'gay']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'emo', 'gay', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'scene', 'gay']), frozenset(['emo']), 5, 1.0)
(frozenset(['sadistic', 'gay']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['Cock']), frozenset(['Twink', 'Bear', 'TeamGay']), 7, 1.0)
(frozenset(['Twink', 'Cock']), frozenset(['Bear', 'TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Twink', 'Bear']), frozenset(['TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Twink', 'TeamGay']), frozenset(['Bear']), 7, 1.0)
(frozenset(['Cock', 'Bear']), frozenset(['Twink', 'TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Bear', 'TeamGay']), frozenset(['Twink']), 7, 1.0)
(frozenset(['Cock', 'TeamGay']), frozenset(['Twink', 'Bear']), 7, 1.0)
(frozenset(['Bear']), frozenset(['Twink', 'Cock', 'TeamGay']), 7, 1.0)
(frozenset(['Twink', 'Bear']), frozenset(['Cock', 'TeamGay']), 7, 1.0)
(frozenset(['Twink', 'Bear', 'TeamGay']), frozenset(['Cock']), 7, 1.0)
(frozenset(['Bear', 'TeamGay']), frozenset(['Cock', 'Twink']), 7, 1.0)
(frozenset(['TeamGay']), frozenset(['Twink', 'Cock', 'Bear']), 7, 0.7)
(frozenset(['Twink', 'TeamGay']), frozenset(['Cock', 'Bear']), 7, 1.0)
(frozenset(['BradleyVoorhees']), frozenset(['LGBT', 'GaySingerSongwriter', 'Gay']), 7, 1.0)
(frozenset(['LGBT', 'BradleyVoorhees']), frozenset(['GaySingerSongwriter', 'Gay']), 7, 1.0)
(frozenset(['LGBT', 'BradleyVoorhees', 'GaySingerSongwriter']), frozenset(['Gay']), 7, 1.0)
(frozenset(['LGBT', 'BradleyVoorhees', 'Gay']), frozenset(['GaySingerSongwriter']), 7, 1.0)
(frozenset(['BradleyVoorhees', 'GaySingerSongwriter']), frozenset(['LGBT', 'Gay']), 7, 1.0)
(frozenset(['BradleyVoorhees', 'GaySingerSongwriter', 'Gay']), frozenset(['LGBT']), 7, 1.0)
(frozenset(['BradleyVoorhees', 'Gay']), frozenset(['LGBT', 'GaySingerSongwriter']), 7, 1.0)
(frozenset(['GaySingerSongwriter']), frozenset(['LGBT', 'BradleyVoorhees', 'Gay']), 7, 1.0)
(frozenset(['LGBT', 'GaySingerSongwriter']), frozenset(['BradleyVoorhees', 'Gay']), 7, 1.0)
(frozenset(['LGBT', 'GaySingerSongwriter', 'Gay']), frozenset(['BradleyVoorhees']), 7, 1.0)
(frozenset(['GaySingerSongwriter', 'Gay']), frozenset(['LGBT', 'BradleyVoorhees']), 7, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'scene']), frozenset(['emo']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['goth', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'scene']), frozenset(['goth']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['goth', 'emo']), 5, 1.0)
(frozenset(['goth']), frozenset(['sadistic', 'emo', 'scene']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['sadistic', 'scene']), 5, 1.0)
(frozenset(['goth', 'emo', 'scene']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['sadistic', 'emo']), 5, 1.0)
(frozenset(['Cock']), frozenset(['Twink', 'Gay', 'TeamGay']), 7, 1.0)
(frozenset(['Twink', 'Cock']), frozenset(['Gay', 'TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Twink', 'Gay']), frozenset(['TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Twink', 'TeamGay']), frozenset(['Gay']), 7, 1.0)
(frozenset(['Cock', 'Gay']), frozenset(['Twink', 'TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Gay', 'TeamGay']), frozenset(['Twink']), 7, 1.0)
(frozenset(['Cock', 'TeamGay']), frozenset(['Twink', 'Gay']), 7, 1.0)
(frozenset(['TeamGay']), frozenset(['Twink', 'Cock', 'Gay']), 7, 0.7)
(frozenset(['Twink', 'TeamGay']), frozenset(['Cock', 'Gay']), 7, 1.0)
(frozenset(['Twink', 'Gay', 'TeamGay']), frozenset(['Cock']), 7, 1.0)
(frozenset(['Gay', 'TeamGay']), frozenset(['Cock', 'Twink']), 7, 0.875)
(frozenset(['Cock']), frozenset(['Gay', 'Bear', 'TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Gay']), frozenset(['Bear', 'TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Bear', 'Gay']), frozenset(['TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Gay', 'TeamGay']), frozenset(['Bear']), 7, 1.0)
(frozenset(['Cock', 'Bear']), frozenset(['Gay', 'TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Bear', 'TeamGay']), frozenset(['Gay']), 7, 1.0)
(frozenset(['Cock', 'TeamGay']), frozenset(['Bear', 'Gay']), 7, 1.0)
(frozenset(['Bear']), frozenset(['Cock', 'Gay', 'TeamGay']), 7, 1.0)
(frozenset(['Gay', 'Bear']), frozenset(['Cock', 'TeamGay']), 7, 1.0)
(frozenset(['Bear', 'Gay', 'TeamGay']), frozenset(['Cock']), 7, 1.0)
(frozenset(['Bear', 'TeamGay']), frozenset(['Cock', 'Gay']), 7, 1.0)
(frozenset(['TeamGay']), frozenset(['Cock', 'Gay', 'Bear']), 7, 0.7)
(frozenset(['Gay', 'TeamGay']), frozenset(['Cock', 'Bear']), 7, 0.875)
(frozenset(['sadistic']), frozenset(['goth', 'scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'scene']), frozenset(['gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'gay']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['goth', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'scene', 'gay']), frozenset(['goth']), 5, 1.0)
(frozenset(['sadistic', 'gay']), frozenset(['goth', 'scene']), 5, 1.0)
(frozenset(['goth']), frozenset(['sadistic', 'scene', 'gay']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['sadistic', 'gay']), 5, 1.0)
(frozenset(['goth', 'scene', 'gay']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['sadistic', 'scene']), 5, 1.0)
(frozenset(['zefron']), frozenset(['love', 'gay']), 5, 1.0)
(frozenset(['love', 'zefron']), frozenset(['gay']), 5, 1.0)
(frozenset(['gay', 'zefron']), frozenset(['love']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['emo', 'epic']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['epic']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['emo']), 5, 1.0)
(frozenset(['epic']), frozenset(['sadistic', 'emo']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['SameSexMarriage']), frozenset(['HumamRights', 'GayMarriage']), 6, 0.75)
(frozenset(['SameSexMarriage', 'HumamRights']), frozenset(['GayMarriage']), 6, 1.0)
(frozenset(['SameSexMarriage', 'GayMarriage']), frozenset(['HumamRights']), 6, 0.75)
(frozenset(['HumamRights']), frozenset(['SameSexMarriage', 'GayMarriage']), 6, 0.75)
(frozenset(['HumamRights', 'GayMarriage']), frozenset(['SameSexMarriage']), 6, 0.75)
(frozenset(['sadistic']), frozenset(['epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['sadistic', 'scene']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['HumamRights']), frozenset(['p2', 'GayMarriage']), 7, 0.875)
(frozenset(['p2', 'HumamRights']), frozenset(['GayMarriage']), 7, 1.0)
(frozenset(['HumamRights', 'GayMarriage']), frozenset(['p2']), 7, 0.875)
(frozenset(['SameSexMarriage']), frozenset(['p2', 'GayMarriage']), 5, 0.625)
(frozenset(['p2', 'SameSexMarriage']), frozenset(['GayMarriage']), 5, 1.0)
(frozenset(['SameSexMarriage', 'GayMarriage']), frozenset(['p2']), 5, 0.625)
(frozenset(['zacefron']), frozenset(['gay', 'zefron']), 5, 1.0)
(frozenset(['zacefron', 'gay']), frozenset(['zefron']), 5, 1.0)
(frozenset(['zacefron', 'zefron']), frozenset(['gay']), 5, 1.0)
(frozenset(['zefron']), frozenset(['zacefron', 'gay']), 5, 1.0)
(frozenset(['gay', 'zefron']), frozenset(['zacefron']), 5, 1.0)
(frozenset(['Bear']), frozenset(['Twink', 'TeamGay']), 7, 1.0)
(frozenset(['Twink', 'Bear']), frozenset(['TeamGay']), 7, 1.0)
(frozenset(['Bear', 'TeamGay']), frozenset(['Twink']), 7, 1.0)
(frozenset(['TeamGay']), frozenset(['Twink', 'Bear']), 7, 0.7)
(frozenset(['Twink', 'TeamGay']), frozenset(['Bear']), 7, 1.0)
(frozenset(['Cock']), frozenset(['Bear', 'TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Bear']), frozenset(['TeamGay']), 7, 1.0)
(frozenset(['Cock', 'TeamGay']), frozenset(['Bear']), 7, 1.0)
(frozenset(['Bear']), frozenset(['Cock', 'TeamGay']), 7, 1.0)
(frozenset(['Bear', 'TeamGay']), frozenset(['Cock']), 7, 1.0)
(frozenset(['TeamGay']), frozenset(['Cock', 'Bear']), 7, 0.7)
(frozenset(['epic']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['scene']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['emo']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['emo', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['gay']), 5, 1.0)
(frozenset(['sadistic', 'gay']), frozenset(['emo']), 5, 1.0)
(frozenset(['Cock']), frozenset(['Twink', 'Gay']), 7, 1.0)
(frozenset(['Twink', 'Cock']), frozenset(['Gay']), 7, 1.0)
(frozenset(['Cock', 'Gay']), frozenset(['Twink']), 7, 1.0)
(frozenset(['zacefron']), frozenset(['love', 'zac']), 5, 1.0)
(frozenset(['love', 'zacefron']), frozenset(['zac']), 5, 1.0)
(frozenset(['zacefron', 'zac']), frozenset(['love']), 5, 1.0)
(frozenset(['zac']), frozenset(['zacefron', 'love']), 5, 1.0)
(frozenset(['love', 'zac']), frozenset(['zacefron']), 5, 1.0)
(frozenset(['Cock']), frozenset(['Gay', 'TeamGay']), 7, 1.0)
(frozenset(['Cock', 'Gay']), frozenset(['TeamGay']), 7, 1.0)
(frozenset(['Cock', 'TeamGay']), frozenset(['Gay']), 7, 1.0)
(frozenset(['TeamGay']), frozenset(['Cock', 'Gay']), 7, 0.7)
(frozenset(['Gay', 'TeamGay']), frozenset(['Cock']), 7, 0.875)
(frozenset(['emo']), frozenset(['scene', 'gay']), 9, 1.0)
(frozenset(['emo', 'scene']), frozenset(['gay']), 9, 1.0)
(frozenset(['emo', 'gay']), frozenset(['scene']), 9, 1.0)
(frozenset(['scene']), frozenset(['emo', 'gay']), 9, 1.0)
(frozenset(['scene', 'gay']), frozenset(['emo']), 9, 1.0)
(frozenset(['sadistic']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['emo']), 5, 1.0)
(frozenset(['zac']), frozenset(['love', 'zefron']), 5, 1.0)
(frozenset(['love', 'zac']), frozenset(['zefron']), 5, 1.0)
(frozenset(['zac', 'zefron']), frozenset(['love']), 5, 1.0)
(frozenset(['zefron']), frozenset(['love', 'zac']), 5, 1.0)
(frozenset(['love', 'zefron']), frozenset(['zac']), 5, 1.0)
(frozenset(['Bear']), frozenset(['Gay', 'TeamGay']), 7, 1.0)
(frozenset(['Gay', 'Bear']), frozenset(['TeamGay']), 7, 1.0)
(frozenset(['Bear', 'TeamGay']), frozenset(['Gay']), 7, 1.0)
(frozenset(['TeamGay']), frozenset(['Gay', 'Bear']), 7, 0.7)
(frozenset(['Gay', 'TeamGay']), frozenset(['Bear']), 7, 0.875)
(frozenset(['goth']), frozenset(['emo', 'gay']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['gay']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['emo']), 5, 1.0)
(frozenset(['Cock']), frozenset(['Gay', 'Bear']), 7, 1.0)
(frozenset(['Cock', 'Gay']), frozenset(['Bear']), 7, 1.0)
(frozenset(['Cock', 'Bear']), frozenset(['Gay']), 7, 1.0)
(frozenset(['Bear']), frozenset(['Cock', 'Gay']), 7, 1.0)
(frozenset(['Gay', 'Bear']), frozenset(['Cock']), 7, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['gay']), 5, 1.0)
(frozenset(['sadistic', 'gay']), frozenset(['goth']), 5, 1.0)
(frozenset(['goth']), frozenset(['sadistic', 'gay']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['Cock']), frozenset(['Twink', 'TeamGay']), 7, 1.0)
(frozenset(['Twink', 'Cock']), frozenset(['TeamGay']), 7, 1.0)
(frozenset(['Cock', 'TeamGay']), frozenset(['Twink']), 7, 1.0)
(frozenset(['TeamGay']), frozenset(['Twink', 'Cock']), 7, 0.7)
(frozenset(['Twink', 'TeamGay']), frozenset(['Cock']), 7, 1.0)
(frozenset(['zacefron']), frozenset(['zac', 'zefron']), 5, 1.0)
(frozenset(['zacefron', 'zac']), frozenset(['zefron']), 5, 1.0)
(frozenset(['zacefron', 'zefron']), frozenset(['zac']), 5, 1.0)
(frozenset(['zac']), frozenset(['zacefron', 'zefron']), 5, 1.0)
(frozenset(['zac', 'zefron']), frozenset(['zacefron']), 5, 1.0)
(frozenset(['zefron']), frozenset(['zacefron', 'zac']), 5, 1.0)
(frozenset(['GaySingerSongwriter']), frozenset(['LGBT', 'Gay']), 7, 1.0)
(frozenset(['LGBT', 'GaySingerSongwriter']), frozenset(['Gay']), 7, 1.0)
(frozenset(['GaySingerSongwriter', 'Gay']), frozenset(['LGBT']), 7, 1.0)
(frozenset(['epic']), frozenset(['emo', 'gay']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['gay']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['emo']), 5, 1.0)
(frozenset(['gayfuck']), frozenset(['gaysex', 'gay']), 7, 0.875)
(frozenset(['gaysex', 'gayfuck']), frozenset(['gay']), 7, 1.0)
(frozenset(['gay', 'gayfuck']), frozenset(['gaysex']), 7, 1.0)
(frozenset(['epic']), frozenset(['scene', 'gay']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['gay']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['scene']), 5, 1.0)
(frozenset(['goth']), frozenset(['scene', 'gay']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['gay']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'epic']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['epic']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['goth']), 5, 1.0)
(frozenset(['goth']), frozenset(['sadistic', 'epic']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['epic']), frozenset(['sadistic', 'goth']), 5, 1.0)
(frozenset(['zefron']), frozenset(['gay', 'zac']), 5, 1.0)
(frozenset(['gay', 'zefron']), frozenset(['zac']), 5, 1.0)
(frozenset(['zac', 'zefron']), frozenset(['gay']), 5, 1.0)
(frozenset(['zac']), frozenset(['gay', 'zefron']), 5, 1.0)
(frozenset(['zac', 'gay']), frozenset(['zefron']), 5, 1.0)
(frozenset(['goth']), frozenset(['epic', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['scene']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['goth', 'scene']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['goth']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['epic', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['gay']), 5, 1.0)
(frozenset(['sadistic', 'gay']), frozenset(['epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['sadistic', 'gay']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['SameSexMarriage']), frozenset(['p2', 'HumamRights']), 5, 0.625)
(frozenset(['p2', 'SameSexMarriage']), frozenset(['HumamRights']), 5, 1.0)
(frozenset(['SameSexMarriage', 'HumamRights']), frozenset(['p2']), 5, 0.8333333333333334)
(frozenset(['HumamRights']), frozenset(['p2', 'SameSexMarriage']), 5, 0.625)
(frozenset(['p2', 'HumamRights']), frozenset(['SameSexMarriage']), 5, 0.7142857142857143)
(frozenset(['goth']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['scene']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['emo']), 5, 1.0)
(frozenset(['BradleyVoorhees']), frozenset(['LGBT', 'GaySingerSongwriter']), 7, 1.0)
(frozenset(['LGBT', 'BradleyVoorhees']), frozenset(['GaySingerSongwriter']), 7, 1.0)
(frozenset(['BradleyVoorhees', 'GaySingerSongwriter']), frozenset(['LGBT']), 7, 1.0)
(frozenset(['GaySingerSongwriter']), frozenset(['LGBT', 'BradleyVoorhees']), 7, 1.0)
(frozenset(['LGBT', 'GaySingerSongwriter']), frozenset(['BradleyVoorhees']), 7, 1.0)
(frozenset(['TeamGay']), frozenset(['Twink', 'Gay']), 7, 0.7)
(frozenset(['Twink', 'TeamGay']), frozenset(['Gay']), 7, 1.0)
(frozenset(['Gay', 'TeamGay']), frozenset(['Twink']), 7, 0.875)
(frozenset(['bisexual']), frozenset(['lesbian', 'gay']), 5, 0.8333333333333334)
(frozenset(['bisexual', 'lesbian']), frozenset(['gay']), 5, 1.0)
(frozenset(['bisexual', 'gay']), frozenset(['lesbian']), 5, 1.0)
(frozenset(['zac']), frozenset(['love', 'gay']), 5, 1.0)
(frozenset(['love', 'zac']), frozenset(['gay']), 5, 1.0)
(frozenset(['zac', 'gay']), frozenset(['love']), 5, 1.0)
(frozenset(['Bear']), frozenset(['Twink', 'Gay']), 7, 1.0)
(frozenset(['Twink', 'Bear']), frozenset(['Gay']), 7, 1.0)
(frozenset(['Gay', 'Bear']), frozenset(['Twink']), 7, 1.0)
(frozenset(['guy']), frozenset(['boy', 'gay']), 6, 0.6)
(frozenset(['boy', 'guy']), frozenset(['gay']), 6, 1.0)
(frozenset(['guy', 'gay']), frozenset(['boy']), 6, 0.6)
(frozenset(['zacefron']), frozenset(['love', 'zefron']), 5, 1.0)
(frozenset(['love', 'zacefron']), frozenset(['zefron']), 5, 1.0)
(frozenset(['zacefron', 'zefron']), frozenset(['love']), 5, 1.0)
(frozenset(['zefron']), frozenset(['zacefron', 'love']), 5, 1.0)
(frozenset(['love', 'zefron']), frozenset(['zacefron']), 5, 1.0)
(frozenset(['BradleyVoorhees']), frozenset(['LGBT', 'Gay']), 7, 1.0)
(frozenset(['LGBT', 'BradleyVoorhees']), frozenset(['Gay']), 7, 1.0)
(frozenset(['BradleyVoorhees', 'Gay']), frozenset(['LGBT']), 7, 1.0)
(frozenset(['goth']), frozenset(['epic', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['gay']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['goth', 'gay']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['goth']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['goth']), 5, 1.0)
(frozenset(['goth']), frozenset(['sadistic', 'scene']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'emo']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['emo']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['goth']), 5, 1.0)
(frozenset(['goth']), frozenset(['sadistic', 'emo']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['BradleyVoorhees']), frozenset(['GaySingerSongwriter', 'Gay']), 7, 1.0)
(frozenset(['BradleyVoorhees', 'GaySingerSongwriter']), frozenset(['Gay']), 7, 1.0)
(frozenset(['BradleyVoorhees', 'Gay']), frozenset(['GaySingerSongwriter']), 7, 1.0)
(frozenset(['GaySingerSongwriter']), frozenset(['BradleyVoorhees', 'Gay']), 7, 1.0)
(frozenset(['GaySingerSongwriter', 'Gay']), frozenset(['BradleyVoorhees']), 7, 1.0)
(frozenset(['Cock']), frozenset(['Twink', 'Bear']), 7, 1.0)
(frozenset(['Twink', 'Cock']), frozenset(['Bear']), 7, 1.0)
(frozenset(['Cock', 'Bear']), frozenset(['Twink']), 7, 1.0)
(frozenset(['Bear']), frozenset(['Twink', 'Cock']), 7, 1.0)
(frozenset(['Twink', 'Bear']), frozenset(['Cock']), 7, 1.0)
(frozenset(['goth']), frozenset(['epic', 'emo']), 5, 1.0)
